# Weather station New York / Central Park (AWS), USA, METAR=KNYC,selection from 01.05.2018 till 01.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KNYC&lang=en
#
"Local time in New York / Central Park (AWS)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"09.05.2018 03:51";"13.0";"764.3";"767.3";"77";"Calm, no wind";"0";"";"";"";"No clouds";"12.8";"9.0";
"09.05.2018 02:51";"13.0";"764.3";"767.3";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"09.05.2018 01:51";"13.0";"764.6";"767.6";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"09.05.2018 00:51";"13.0";"764.8";"767.8";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 23:51";"14.0";"764.6";"767.6";"72";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 22:51";"14.0";"764.8";"767.8";"72";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 21:51";"15.0";"764.8";"767.8";"68";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 20:51";"15.0";"764.8";"767.8";"68";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 19:51";"16.0";"764.8";"767.8";"63";"Wind blowing from the south";"3";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 18:51";"18.0";"764.6";"767.6";"52";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 17:51";"19.0";"764.8";"767.8";"49";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 16:51";"19.0";"764.8";"767.8";"52";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 15:51";"21.0";"764.9";"767.8";"46";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 14:51";"22.0";"765.5";"768.4";"44";"Wind blowing from the south";"3";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 13:51";"22.0";"765.7";"768.6";"47";"";"";"";"";"";"No clouds";"16.0";"10.0";
"08.05.2018 12:51";"23.0";"766.0";"768.9";"44";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"08.05.2018 11:51";"21.0";"766.5";"769.4";"46";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 10:51";"18.0";"766.6";"769.6";"60";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"16.0";"10.0";
"08.05.2018 09:51";"18.0";"766.9";"769.9";"56";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 08:51";"16.0";"766.9";"769.9";"63";"Wind blowing from the east-northeast";"2";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 07:51";"14.0";"766.6";"769.6";"72";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 06:51";"13.0";"766.4";"769.4";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"08.05.2018 05:51";"12.0";"765.6";"768.6";"77";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 04:51";"12.0";"765.1";"768.1";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 03:51";"12.0";"765.1";"768.1";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 02:51";"12.0";"765.1";"768.1";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 01:51";"13.0";"765.1";"768.1";"72";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"08.05.2018 00:51";"14.0";"765.1";"768.1";"67";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"07.05.2018 23:51";"14.0";"764.8";"767.8";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"07.05.2018 22:51";"14.0";"764.6";"767.6";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"07.05.2018 21:51";"16.0";"764.1";"767.1";"68";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"10.0";
"07.05.2018 20:51";"17.0";"763.6";"766.6";"64";"Wind blowing from the south";"2";"";"";"";"Overcast (100%) 2550 m";"16.0";"10.0";
"07.05.2018 19:51";"17.0";"763.1";"766.1";"68";"variable wind direction";"2";"";"";"";"Overcast (100%) 2400 m";"16.0";"11.0";
"07.05.2018 18:51";"18.0";"762.0";"765.0";"64";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2550 m";"16.0";"11.0";
"07.05.2018 17:51";"19.0";"761.9";"764.8";"52";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"9.0";
"07.05.2018 16:51";"21.0";"761.6";"764.5";"46";"variable wind direction";"2";"";"";"";"Overcast (100%) 2100 m";"16.0";"9.0";
"07.05.2018 15:51";"24.0";"761.1";"764.0";"36";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 2700 m";"16.0";"8.0";
"07.05.2018 14:51";"23.0";"761.1";"764.0";"38";"";"";"";"";"";"No clouds";"16.0";"8.0";
"07.05.2018 13:51";"23.0";"761.4";"764.3";"38";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"8.0";
"07.05.2018 12:51";"22.0";"761.1";"764.0";"41";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"07.05.2018 11:51";"21.0";"761.4";"764.3";"46";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"07.05.2018 10:51";"19.0";"761.6";"764.5";"49";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"07.05.2018 09:51";"17.0";"761.3";"764.3";"59";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"07.05.2018 08:51";"16.0";"761.0";"764.0";"63";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1650 m";"16.0";"9.0";
"07.05.2018 07:51";"15.0";"760.8";"763.8";"77";"";"";"";"";"";"No clouds";"16.0";"11.0";
"07.05.2018 06:51";"14.0";"760.3";"763.3";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"07.05.2018 05:51";"12.0";"759.5";"762.5";"88";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"07.05.2018 04:51";"13.0";"759.0";"762.0";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"07.05.2018 03:51";"13.0";"758.5";"761.5";"82";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"07.05.2018 02:51";"14.0";"758.5";"761.5";"77";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1950 m";"16.0";"10.0";
"07.05.2018 02:14";"14.0";"758.2";"761.2";"77";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 660 m, overcast (100%) 1800 m";"16.0";"10.0";
"07.05.2018 02:07";"14.0";"758.2";"761.2";"82";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 660 m, overcast (100%) 1650 m";"16.0";"11.0";
"07.05.2018 01:51";"14.0";"758.2";"761.2";"77";"";"";"";"";"";"Overcast (100%) 1650 m";"16.0";"10.0";
"07.05.2018 00:51";"14.0";"758.0";"761.0";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 1650 m";"16.0";"11.0";
"07.05.2018 00:33";"14.0";"757.7";"760.7";"82";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 480 m, overcast (100%) 1650 m";"16.0";"11.0";
"07.05.2018 00:26";"14.0";"757.7";"760.7";"82";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 1500 m";"16.0";"11.0";
"06.05.2018 23:51";"14.0";"757.2";"760.2";"82";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1470 m";"16.0";"11.0";
"06.05.2018 22:51";"14.0";"757.5";"760.5";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 1500 m";"16.0";"11.0";
"06.05.2018 21:51";"14.0";"757.5";"760.5";"82";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1410 m";"16.0";"11.0";
"06.05.2018 20:51";"14.0";"757.0";"760.0";"72";"Calm, no wind";"0";"";"Light rain";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2100 m, broken clouds (60-90%) 2700 m";"16.0";"9.0";
"06.05.2018 19:51";"15.0";"757.0";"760.0";"68";"Wind blowing from the east-northeast";"2";"";"";"";"Few clouds (10-30%) 1020 m, overcast (100%) 1350 m";"16.0";"9.0";
"06.05.2018 18:51";"16.0";"756.5";"759.5";"59";"variable wind direction";"2";"";"";"";"Overcast (100%) 1260 m";"16.0";"8.0";
"06.05.2018 17:51";"16.0";"756.5";"759.5";"59";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 1140 m";"16.0";"8.0";
"06.05.2018 16:51";"17.0";"756.3";"759.2";"42";"Wind blowing from the east-northeast";"5";"10";"";"";"Overcast (100%) 1110 m";"16.0";"4.0";
"06.05.2018 15:51";"18.0";"756.3";"759.2";"52";"Wind blowing from the east-northeast";"4";"8";"";"";"Overcast (100%) 1020 m";"16.0";"8.0";
"06.05.2018 15:14";"18.0";"756.3";"759.2";"52";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 900 m";"16.0";"8.0";
"06.05.2018 15:01";"18.0";"756.3";"759.2";"52";"variable wind direction";"2";"8";"";"";"Broken clouds (60-90%) 870 m, broken clouds (60-90%) 1350 m, overcast (100%) 3000 m";"16.0";"8.0";
"06.05.2018 14:51";"18.0";"756.3";"759.2";"52";"Wind blowing from the east-northeast";"4";"8";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1290 m, overcast (100%) 3000 m";"16.0";"8.0";
"06.05.2018 13:51";"17.0";"757.3";"760.2";"59";"variable wind direction";"3";"";"";"";"Broken clouds (60-90%) 1290 m, overcast (100%) 1500 m";"16.0";"9.0";
"06.05.2018 12:51";"17.0";"757.6";"760.5";"64";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 1320 m";"16.0";"10.0";
"06.05.2018 11:51";"17.0";"758.2";"761.2";"68";"";"";"";"";"";"Overcast (100%) 1320 m";"16.0";"11.0";
"06.05.2018 10:51";"17.0";"759.0";"762.0";"68";"variable wind direction";"3";"";"";"";"Broken clouds (60-90%) 1320 m";"16.0";"11.0";
"06.05.2018 09:51";"17.0";"759.8";"762.8";"68";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 1500 m, overcast (100%) 1800 m";"16.0";"11.0";
"06.05.2018 08:51";"17.0";"760.3";"763.3";"64";"variable wind direction";"3";"";"";"";"Overcast (100%) 1500 m";"16.0";"10.0";
"06.05.2018 07:51";"17.0";"760.5";"763.5";"64";"variable wind direction";"2";"";"";"";"Overcast (100%) 1650 m";"16.0";"10.0";
"06.05.2018 06:51";"18.0";"760.8";"763.8";"56";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1950 m, overcast (100%) 2400 m";"16.0";"9.0";
"06.05.2018 05:51";"17.0";"760.8";"763.8";"59";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1470 m, overcast (100%) 1950 m";"16.0";"9.0";
"06.05.2018 04:51";"18.0";"760.5";"763.5";"56";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 2250 m, overcast (100%) 2700 m";"16.0";"9.0";
"06.05.2018 03:51";"17.0";"760.8";"763.8";"59";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2400 m, broken clouds (60-90%) 3300 m";"16.0";"9.0";
"06.05.2018 02:51";"18.0";"761.3";"764.3";"49";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2550 m";"16.0";"7.0";
"06.05.2018 01:51";"19.0";"761.4";"764.3";"46";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 3000 m";"16.0";"7.0";
"06.05.2018 00:51";"19.0";"761.9";"764.8";"46";"";"";"";"";"";"Broken clouds (60-90%) 3000 m";"16.0";"7.0";
"05.05.2018 23:51";"19.0";"762.1";"765.0";"49";"variable wind direction";"3";"";"Light rain";"";"Few clouds (10-30%) 2400 m, broken clouds (60-90%) 3000 m";"16.0";"8.0";
"05.05.2018 22:51";"20.0";"762.1";"765.0";"43";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 3300 m";"16.0";"7.0";
"05.05.2018 21:51";"21.0";"762.4";"765.3";"40";"Wind blowing from the south-west";"2";"";"Light rain";"";"Few clouds (10-30%) 1650 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3600 m";"16.0";"7.0";
"05.05.2018 20:51";"21.0";"762.1";"765.0";"38";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"6.0";
"05.05.2018 19:51";"21.0";"761.6";"764.5";"40";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"05.05.2018 18:51";"21.0";"761.4";"764.3";"40";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"7.0";
"05.05.2018 17:51";"21.0";"761.4";"764.3";"38";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"6.0";
"05.05.2018 16:51";"22.0";"761.4";"764.3";"31";"Wind blowing from the south";"3";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 15:51";"24.0";"761.4";"764.3";"24";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"2.0";
"05.05.2018 14:51";"24.0";"761.4";"764.3";"22";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"1.0";
"05.05.2018 13:51";"23.0";"761.6";"764.5";"25";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"2.0";
"05.05.2018 12:51";"23.0";"761.9";"764.8";"27";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"3.0";
"05.05.2018 11:51";"21.0";"762.4";"765.3";"33";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 10:51";"19.0";"762.1";"765.0";"37";"";"";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 09:51";"17.0";"762.0";"765.0";"45";"";"";"";"";"";"No clouds";"16.0";"5.0";
"05.05.2018 08:51";"16.0";"761.5";"764.5";"45";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 07:51";"16.0";"761.3";"764.3";"45";"Wind blowing from the north-west";"2";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 06:51";"16.0";"760.8";"763.8";"45";"";"";"";"";"";"No clouds";"16.0";"4.0";
"05.05.2018 05:51";"17.0";"759.8";"762.8";"39";"Wind blowing from the north-west";"4";"9";"";"";"No clouds";"16.0";"3.0";
"05.05.2018 04:51";"18.0";"759.4";"762.3";"37";"Wind blowing from the west-northwest";"5";"8";"";"";"No clouds";"16.0";"3.0";
"05.05.2018 03:51";"20.0";"758.6";"761.5";"33";"Wind blowing from the north-west";"4";"";"";"";"No clouds";"16.0";"3.0";
"05.05.2018 02:51";"22.0";"757.6";"760.5";"31";"Wind blowing from the north-west";"4";"9";"";"";"Overcast (100%) 3600 m";"16.0";"4.0";
"05.05.2018 01:51";"23.0";"756.8";"759.7";"33";"Wind blowing from the west-northwest";"4";"10";"";"";"Overcast (100%) 3300 m";"16.0";"6.0";
"05.05.2018 00:51";"24.0";"756.3";"759.2";"39";"Wind blowing from the west-northwest";"4";"9";"";"";"Broken clouds (60-90%) 2700 m";"16.0";"9.0";
"04.05.2018 23:51";"25.0";"755.5";"758.4";"42";"Wind blowing from the west-northwest";"4";"7";"";"";"No clouds";"16.0";"11.0";
"04.05.2018 22:51";"27.0";"754.9";"757.7";"51";"";"";"";"";"";"Few clouds (10-30%) 2400 m";"16.0";"16.0";
"04.05.2018 21:51";"27.0";"754.6";"757.4";"51";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"16.0";
"04.05.2018 20:51";"28.0";"753.6";"756.4";"48";"";"";"";"";"";"Broken clouds (60-90%) 3300 m";"16.0";"16.0";
"04.05.2018 19:51";"28.0";"753.9";"756.7";"48";"variable wind direction";"2";"";"";"";"No clouds";"12.8";"16.0";
"04.05.2018 18:51";"28.0";"754.1";"756.9";"48";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 3600 m";"16.0";"16.0";
"04.05.2018 17:51";"29.0";"754.4";"757.2";"45";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 3300 m";"16.0";"16.0";
"04.05.2018 16:51";"28.0";"754.9";"757.7";"48";"variable wind direction";"3";"";"";"";"Few clouds (10-30%) 1950 m";"16.0";"16.0";
"04.05.2018 15:51";"27.0";"755.6";"758.4";"51";"";"";"";"";"";"No clouds";"14.4";"16.0";
"04.05.2018 14:51";"27.0";"756.2";"759.0";"54";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"17.0";
"04.05.2018 13:51";"27.0";"757.2";"760.0";"54";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"17.0";
"04.05.2018 12:51";"25.0";"757.6";"760.5";"65";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 1500 m, few clouds (10-30%) 3300 m";"16.0";"18.0";
"04.05.2018 11:51";"25.0";"758.1";"761.0";"61";"variable wind direction";"2";"";"";"";"Overcast (100%) 3600 m";"16.0";"17.0";
"04.05.2018 10:51";"24.0";"758.3";"761.2";"69";"Wind blowing from the south-west";"3";"";"";"";"Broken clouds (60-90%) 3600 m";"14.4";"18.0";
"04.05.2018 09:51";"24.0";"758.6";"761.5";"69";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 3600 m";"14.4";"18.0";
"04.05.2018 08:51";"23.0";"758.6";"761.5";"74";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 3600 m";"16.0";"18.0";
"04.05.2018 07:51";"23.0";"758.6";"761.5";"69";"";"";"";"";"";"No clouds";"16.0";"17.0";
"04.05.2018 06:51";"23.0";"758.3";"761.2";"69";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"17.0";
"04.05.2018 06:21";"22.0";"758.1";"761.0";"73";"variable wind direction";"2";"";"Haze";"";"Few clouds (10-30%) 60 m";"9.6";"17.0";
"04.05.2018 05:51";"23.0";"757.8";"760.7";"69";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"17.0";
"04.05.2018 04:51";"23.0";"757.8";"760.7";"69";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 3600 m";"16.0";"17.0";
"04.05.2018 03:51";"23.0";"758.3";"761.2";"69";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"17.0";
"04.05.2018 02:51";"23.0";"758.3";"761.2";"74";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 3600 m";"14.4";"18.0";
"04.05.2018 01:51";"23.0";"758.3";"761.2";"74";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"04.05.2018 00:51";"23.0";"758.6";"761.5";"74";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2700 m";"16.0";"18.0";
"03.05.2018 23:51";"23.0";"758.8";"761.7";"74";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2700 m, broken clouds (60-90%) 3000 m";"16.0";"18.0";
"03.05.2018 22:51";"22.0";"759.9";"762.8";"88";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2400 m, overcast (100%) 3000 m";"16.0";"20.0";
"03.05.2018 21:51";"24.0";"759.1";"762.0";"69";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m, broken clouds (60-90%) 3300 m";"16.0";"18.0";
"03.05.2018 20:51";"23.0";"758.8";"761.7";"78";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 2550 m";"16.0";"19.0";
"03.05.2018 19:51";"22.0";"759.1";"762.0";"94";"variable wind direction";"2";"";"Light rain, mist";"";"Few clouds (10-30%) 1800 m, broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"9.6";"21.0";
"03.05.2018 18:51";"31.0";"757.2";"760.0";"33";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 17:51";"32.0";"756.7";"759.5";"31";"Wind blowing from the west-southwest";"3";"";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 16:51";"33.0";"756.9";"759.7";"30";"";"";"";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 15:51";"33.0";"757.2";"760.0";"30";"Wind blowing from the west-southwest";"4";"10";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 14:51";"33.0";"757.9";"760.7";"30";"Wind blowing from the west";"4";"11";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 13:51";"32.0";"758.4";"761.2";"31";"Wind blowing from the west";"6";"10";"";"";"No clouds";"16.0";"13.0";
"03.05.2018 12:51";"32.0";"758.7";"761.5";"29";"Wind blowing from the west-southwest";"6";"9";"";"";"No clouds";"16.0";"12.0";
"03.05.2018 11:51";"31.0";"759.2";"762.0";"31";"";"";"";"";"";"No clouds";"16.0";"12.0";
"03.05.2018 10:51";"29.0";"759.7";"762.5";"33";"variable wind direction";"3";"8";"";"";"No clouds";"16.0";"11.0";
"03.05.2018 09:51";"27.0";"760.1";"763.0";"34";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"10.0";
"03.05.2018 08:51";"25.0";"760.4";"763.3";"36";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"03.05.2018 07:51";"23.0";"760.4";"763.3";"38";"Wind blowing from the west-southwest";"4";"";"";"";"No clouds";"16.0";"8.0";
"03.05.2018 06:51";"22.0";"760.1";"763.0";"41";"Wind blowing from the west";"4";"";"";"";"No clouds";"16.0";"8.0";
"03.05.2018 05:51";"22.0";"759.9";"762.8";"38";"";"";"";"";"";"No clouds";"16.0";"7.0";
"03.05.2018 04:51";"23.0";"759.6";"762.5";"33";"Wind blowing from the west-southwest";"3";"";"";"";"No clouds";"16.0";"6.0";
"03.05.2018 03:51";"23.0";"759.6";"762.5";"33";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"6.0";
"03.05.2018 02:51";"23.0";"759.1";"762.0";"31";"Wind blowing from the west";"4";"";"";"";"No clouds";"16.0";"5.0";
"03.05.2018 01:51";"24.0";"759.4";"762.3";"29";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"5.0";
"03.05.2018 00:51";"24.0";"759.6";"762.5";"29";"Wind blowing from the west-southwest";"3";"";"";"";"No clouds";"16.0";"5.0";
"02.05.2018 23:51";"26.0";"759.6";"762.5";"26";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"5.0";
"02.05.2018 22:51";"27.0";"759.4";"762.3";"26";"";"";"";"";"";"No clouds";"16.0";"6.0";
"02.05.2018 21:51";"26.0";"759.4";"762.3";"28";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"6.0";
"02.05.2018 20:51";"28.0";"759.2";"762.0";"23";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"5.0";
"02.05.2018 19:51";"28.0";"758.9";"761.7";"21";"Wind blowing from the west-southwest";"4";"";"";"";"No clouds";"16.0";"4.0";
"02.05.2018 18:51";"29.0";"758.9";"761.7";"19";"";"";"";"";"";"No clouds";"16.0";"3.0";
"02.05.2018 17:51";"31.0";"758.7";"761.5";"16";"";"";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 16:51";"31.0";"759.2";"762.0";"15";"variable wind direction";"3";"14";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 15:51";"32.0";"759.5";"762.3";"13";"Wind blowing from the west-southwest";"5";"10";"";"";"No clouds";"16.0";"0.0";
"02.05.2018 14:51";"31.0";"760.0";"762.8";"16";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 13:51";"31.0";"760.5";"763.3";"16";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 12:51";"31.0";"760.7";"763.5";"16";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 11:51";"29.0";"761.2";"764.0";"16";"";"";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 10:51";"28.0";"761.6";"764.5";"19";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 09:51";"26.0";"761.9";"764.8";"21";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 08:51";"23.0";"761.9";"764.8";"23";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 07:51";"21.0";"762.1";"765.0";"29";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"2.0";
"02.05.2018 06:51";"19.0";"761.9";"764.8";"30";"Wind blowing from the west";"3";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 05:51";"18.0";"761.5";"764.5";"32";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 04:51";"19.0";"761.4";"764.3";"30";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 03:51";"20.0";"761.4";"764.3";"28";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 02:51";"21.0";"761.1";"764.0";"27";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 01:51";"21.0";"761.1";"764.0";"27";"variable wind direction";"3";"9";"";"";"No clouds";"16.0";"1.0";
"02.05.2018 00:51";"21.0";"761.4";"764.3";"29";"";"";"";"";"";"No clouds";"16.0";"2.0";
"01.05.2018 23:51";"22.0";"761.4";"764.3";"27";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"2.0";
"01.05.2018 22:51";"22.0";"761.1";"764.0";"27";"Wind blowing from the west-southwest";"4";"";"";"";"No clouds";"16.0";"2.0";
"01.05.2018 21:51";"23.0";"760.9";"763.8";"23";"";"";"";"";"";"No clouds";"16.0";"1.0";
"01.05.2018 20:51";"23.0";"760.6";"763.5";"20";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-1.0";
"01.05.2018 19:51";"24.0";"760.4";"763.3";"16";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-3.0";
"01.05.2018 18:51";"26.0";"759.9";"762.8";"15";"Wind blowing from the west-northwest";"3";"";"";"";"No clouds";"16.0";"-3.0";
"01.05.2018 17:51";"27.0";"759.9";"762.8";"13";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-4.0";
"01.05.2018 16:51";"26.0";"759.9";"762.8";"15";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-3.0";
"01.05.2018 15:51";"26.0";"760.1";"763.0";"12";"";"";"";"";"";"No clouds";"16.0";"-5.0";
"01.05.2018 14:51";"26.0";"760.1";"763.0";"12";"";"";"";"";"";"No clouds";"16.0";"-5.0";
"01.05.2018 13:51";"24.0";"760.6";"763.5";"14";"Wind blowing from the north-west";"3";"";"";"";"No clouds";"16.0";"-5.0";
"01.05.2018 12:51";"23.0";"760.9";"763.8";"16";"variable wind direction";"3";"7";"";"";"No clouds";"16.0";"-4.0";
"01.05.2018 11:51";"21.0";"760.9";"763.8";"16";"Wind blowing from the west-northwest";"4";"9";"";"";"No clouds";"16.0";"-6.0";
"01.05.2018 10:51";"19.0";"761.4";"764.3";"21";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-4.0";
