# Weather station New York / Central Park (AWS), USA, METAR=KNYC,selection from 01.05.2018 till 01.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KNYC&lang=en
#
"Local time in New York / Central Park (AWS)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"31.05.2018 23:51";"19.0";"757.6";"760.5";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 90 m";"4.8";"18.0";
"31.05.2018 22:51";"18.0";"757.8";"760.7";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 90 m";"4.8";"18.0";
"31.05.2018 22:48";"18.0";"757.8";"760.7";"100";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.8";"18.0";
"31.05.2018 21:51";"18.0";"758.1";"761.0";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 90 m";"3.2";"18.0";
"31.05.2018 20:51";"18.0";"758.1";"761.0";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 60 m";"3.2";"18.0";
"31.05.2018 20:14";"19.0";"758.1";"761.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 90 m";"3.2";"18.0";
"31.05.2018 19:51";"19.0";"758.1";"761.0";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 90 m";"2.8";"18.0";
"31.05.2018 19:19";"19.0";"758.3";"761.2";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"18.0";
"31.05.2018 18:51";"19.0";"758.6";"761.5";"94";"variable wind direction";"3";"";"Mist";"";"Overcast (100%) 120 m";"4.8";"18.0";
"31.05.2018 17:51";"19.0";"758.6";"761.5";"100";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"19.0";
"31.05.2018 17:30";"19.0";"758.8";"761.7";"100";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 120 m";"4.0";"19.0";
"31.05.2018 17:23";"19.0";"758.8";"761.7";"100";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 120 m";"4.8";"19.0";
"31.05.2018 16:51";"20.0";"758.8";"761.7";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 120 m";"4.0";"19.0";
"31.05.2018 16:35";"20.0";"758.8";"761.7";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 120 m";"3.2";"19.0";
"31.05.2018 15:59";"20.0";"759.4";"762.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 120 m";"2.8";"19.0";
"31.05.2018 15:51";"20.0";"759.4";"762.3";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 150 m";"3.2";"19.0";
"31.05.2018 14:51";"19.0";"759.9";"762.8";"100";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 180 m";"4.0";"19.0";
"31.05.2018 13:51";"19.0";"760.1";"763.0";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 180 m";"3.2";"18.0";
"31.05.2018 12:51";"19.0";"760.6";"763.5";"94";"variable wind direction";"2";"";"Light rain, mist";"";"Overcast (100%) 210 m";"2.8";"18.0";
"31.05.2018 11:51";"19.0";"760.9";"763.8";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 270 m";"4.0";"18.0";
"31.05.2018 10:51";"20.0";"761.1";"764.0";"78";"variable wind direction";"2";"";"Haze";"";"Overcast (100%) 420 m";"6.4";"16.0";
"31.05.2018 09:51";"19.0";"761.1";"764.0";"83";"Wind blowing from the east-northeast";"2";"";"";"";"Overcast (100%) 450 m";"12.8";"16.0";
"31.05.2018 08:51";"19.0";"761.4";"764.3";"78";"Calm, no wind";"0";"";"";"";"Overcast (100%) 480 m";"16.0";"15.0";
"31.05.2018 07:51";"18.0";"761.3";"764.3";"83";"variable wind direction";"2";"";"";"";"Overcast (100%) 810 m";"14.4";"15.0";
"31.05.2018 07:13";"18.0";"761.5";"764.5";"78";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 1230 m, overcast (100%) 1440 m";"14.4";"14.0";
"31.05.2018 06:51";"18.0";"761.5";"764.5";"78";"Calm, no wind";"0";"";"";"";"Overcast (100%) 1380 m";"16.0";"14.0";
"31.05.2018 06:32";"18.0";"761.5";"764.5";"78";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1260 m, overcast (100%) 1500 m";"16.0";"14.0";
"31.05.2018 05:51";"17.0";"761.5";"764.5";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 870 m, overcast (100%) 1260 m";"16.0";"14.0";
"31.05.2018 05:01";"17.0";"761.5";"764.5";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 840 m";"16.0";"14.0";
"31.05.2018 04:51";"17.0";"761.3";"764.3";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 900 m";"16.0";"14.0";
"31.05.2018 03:51";"17.0";"761.5";"764.5";"83";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1230 m";"16.0";"14.0";
"31.05.2018 02:51";"18.0";"761.5";"764.5";"78";"Wind blowing from the east-northeast";"2";"";"";"";"Scattered clouds (40-50%) 780 m, overcast (100%) 1140 m";"16.0";"14.0";
"31.05.2018 02:35";"18.0";"761.8";"764.8";"78";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 780 m, overcast (100%) 1110 m";"16.0";"14.0";
"31.05.2018 01:51";"17.0";"762.0";"765.0";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 390 m";"16.0";"14.0";
"31.05.2018 01:14";"18.0";"762.3";"765.3";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 870 m";"14.4";"15.0";
"31.05.2018 01:01";"18.0";"762.3";"765.3";"83";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 810 m, overcast (100%) 1050 m";"14.4";"15.0";
"31.05.2018 00:51";"18.0";"762.3";"765.3";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 420 m, broken clouds (60-90%) 840 m, overcast (100%) 990 m";"14.4";"15.0";
"31.05.2018 00:37";"18.0";"762.6";"765.6";"83";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 990 m";"14.4";"15.0";
"31.05.2018 00:29";"18.0";"762.6";"765.6";"83";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 420 m, overcast (100%) 990 m";"14.4";"15.0";
"31.05.2018 00:06";"18.0";"762.6";"765.6";"83";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 870 m";"14.4";"15.0";
"30.05.2018 23:51";"18.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 360 m, overcast (100%) 870 m";"14.4";"15.0";
"30.05.2018 23:41";"18.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 360 m, overcast (100%) 810 m";"12.8";"15.0";
"30.05.2018 23:15";"18.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 690 m";"14.4";"15.0";
"30.05.2018 22:58";"18.0";"762.8";"765.8";"83";"variable wind direction";"2";"";"";"";"Overcast (100%) 270 m";"16.0";"15.0";
"30.05.2018 22:51";"18.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 300 m";"16.0";"15.0";
"30.05.2018 22:30";"17.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 480 m, overcast (100%) 690 m";"16.0";"14.0";
"30.05.2018 22:18";"17.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 660 m";"16.0";"14.0";
"30.05.2018 22:13";"17.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m, overcast (100%) 660 m";"16.0";"14.0";
"30.05.2018 21:51";"17.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 240 m";"16.0";"14.0";
"30.05.2018 20:51";"16.0";"762.6";"765.6";"83";"variable wind direction";"2";"";"";"";"Overcast (100%) 240 m";"16.0";"13.0";
"30.05.2018 20:42";"16.0";"762.8";"765.8";"83";"variable wind direction";"2";"";"";"";"Overcast (100%) 240 m";"16.0";"13.0";
"30.05.2018 20:17";"16.0";"762.8";"765.8";"83";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 300 m";"16.0";"13.0";
"30.05.2018 19:51";"17.0";"762.6";"765.6";"77";"variable wind direction";"2";"";"";"";"No clouds";"14.4";"13.0";
"30.05.2018 18:51";"21.0";"762.1";"765.0";"64";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"14.0";
"30.05.2018 17:51";"22.0";"762.1";"765.0";"61";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"14.0";
"30.05.2018 16:51";"22.0";"762.7";"765.6";"69";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"16.0";
"30.05.2018 15:51";"24.0";"762.9";"765.8";"65";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"17.0";
"30.05.2018 14:51";"24.0";"763.2";"766.1";"65";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"17.0";
"30.05.2018 13:51";"25.0";"763.2";"766.1";"65";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 780 m";"16.0";"18.0";
"30.05.2018 13:28";"25.0";"763.2";"766.1";"65";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 690 m";"16.0";"18.0";
"30.05.2018 12:51";"24.0";"763.2";"766.1";"69";"Wind blowing from the east-southeast";"2";"";"";"";"Broken clouds (60-90%) 540 m";"12.8";"18.0";
"30.05.2018 12:30";"22.0";"763.4";"766.3";"73";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 480 m";"12.8";"17.0";
"30.05.2018 11:51";"21.0";"763.4";"766.3";"78";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"12.8";"17.0";
"30.05.2018 11:19";"21.0";"763.7";"766.6";"78";"Calm, no wind";"0";"";"";"";"Overcast (100%) 300 m";"11.2";"17.0";
"30.05.2018 10:51";"20.0";"763.4";"766.3";"83";"Wind blowing from the north-east";"2";"";"";"";"Overcast (100%) 270 m";"11.2";"17.0";
"30.05.2018 09:51";"19.0";"763.3";"766.3";"88";"Wind blowing from the south-east";"2";"";"";"";"Overcast (100%) 210 m";"11.2";"17.0";
"30.05.2018 08:51";"19.0";"763.1";"766.1";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 180 m";"11.2";"17.0";
"30.05.2018 08:43";"19.0";"763.1";"766.1";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 180 m";"11.2";"17.0";
"30.05.2018 07:59";"18.0";"762.8";"765.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 120 m";"4.8";"17.0";
"30.05.2018 07:51";"18.0";"762.8";"765.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 120 m";"4.0";"17.0";
"30.05.2018 07:42";"18.0";"762.8";"765.8";"94";"Wind blowing from the east";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.8";"17.0";
"30.05.2018 06:51";"18.0";"762.6";"765.6";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 60 m";"4.0";"17.0";
"30.05.2018 06:33";"18.0";"762.6";"765.6";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 60 m";"3.2";"17.0";
"30.05.2018 06:13";"18.0";"762.3";"765.3";"94";"Wind blowing from the south-east";"2";"";"Mist";"";"Overcast (100%) 120 m";"6.4";"17.0";
"30.05.2018 06:00";"18.0";"762.3";"765.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 150 m";"9.6";"17.0";
"30.05.2018 05:51";"18.0";"762.3";"765.3";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 120 m";"11.2";"17.0";
"30.05.2018 04:51";"18.0";"761.5";"764.5";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 180 m";"11.2";"17.0";
"30.05.2018 04:18";"19.0";"761.4";"764.3";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 270 m";"11.2";"17.0";
"30.05.2018 04:09";"19.0";"761.4";"764.3";"88";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 270 m";"11.2";"17.0";
"30.05.2018 03:51";"19.0";"761.1";"764.0";"88";"variable wind direction";"2";"";"";"";"No clouds";"11.2";"17.0";
"30.05.2018 02:51";"20.0";"760.9";"763.8";"88";"Wind blowing from the east";"2";"";"";"";"No clouds";"11.2";"18.0";
"30.05.2018 01:51";"21.0";"760.9";"763.8";"83";"Calm, no wind";"0";"";"";"";"No clouds";"11.2";"18.0";
"30.05.2018 00:51";"22.0";"760.6";"763.5";"78";"Wind blowing from the east";"2";"";"";"";"No clouds";"14.4";"18.0";
"29.05.2018 23:51";"23.0";"760.4";"763.3";"74";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"18.0";
"29.05.2018 22:51";"23.0";"760.1";"763.0";"74";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"29.05.2018 21:51";"24.0";"760.1";"763.0";"69";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"29.05.2018 20:51";"25.0";"759.4";"762.3";"61";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"17.0";
"29.05.2018 19:51";"26.0";"759.1";"762.0";"61";"Calm, no wind";"0";"";"";"";"No clouds";"12.8";"18.0";
"29.05.2018 18:51";"27.0";"758.8";"761.7";"58";"variable wind direction";"2";"";"";"";"No clouds";"12.8";"18.0";
"29.05.2018 17:51";"28.0";"758.4";"761.2";"55";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"18.0";
"29.05.2018 16:51";"29.0";"758.4";"761.2";"55";"variable wind direction";"2";"";"";"";"No clouds";"12.8";"19.0";
"29.05.2018 15:51";"30.0";"758.4";"761.2";"43";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"16.0";
"29.05.2018 14:51";"31.0";"758.9";"761.7";"40";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"16.0";
"29.05.2018 13:51";"31.0";"758.9";"761.7";"40";"";"";"";"";"";"No clouds";"16.0";"16.0";
"29.05.2018 12:51";"30.0";"759.5";"762.3";"49";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"29.05.2018 11:51";"28.0";"759.5";"762.3";"55";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"18.0";
"29.05.2018 10:51";"25.0";"759.4";"762.3";"69";"Calm, no wind";"0";"";"";"";"No clouds";"12.8";"19.0";
"29.05.2018 10:04";"23.0";"759.4";"762.3";"78";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 480 m";"11.2";"19.0";
"29.05.2018 09:51";"23.0";"759.4";"762.3";"78";"variable wind direction";"2";"";"Haze";"";"Broken clouds (60-90%) 450 m";"9.6";"19.0";
"29.05.2018 08:51";"22.0";"759.6";"762.5";"78";"Calm, no wind";"0";"";"Haze";"";"Overcast (100%) 480 m";"9.6";"18.0";
"29.05.2018 07:51";"20.0";"759.6";"762.5";"88";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 480 m";"8.0";"18.0";
"29.05.2018 06:51";"19.0";"759.4";"762.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 510 m";"8.0";"18.0";
"29.05.2018 06:18";"19.0";"759.4";"762.3";"88";"variable wind direction";"2";"";"Mist";"";"Scattered clouds (40-50%) 180 m, overcast (100%) 510 m";"8.0";"17.0";
"29.05.2018 05:51";"18.0";"759.4";"762.3";"94";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 180 m, overcast (100%) 600 m";"9.6";"17.0";
"29.05.2018 04:51";"18.0";"759.4";"762.3";"94";"Wind blowing from the west-southwest";"2";"";"";"";"Overcast (100%) 210 m";"11.2";"17.0";
"29.05.2018 03:51";"19.0";"759.6";"762.5";"88";"Wind blowing from the west";"2";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 450 m";"11.2";"17.0";
"29.05.2018 03:46";"19.0";"759.6";"762.5";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 450 m";"11.2";"17.0";
"29.05.2018 03:21";"18.0";"759.6";"762.5";"94";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 270 m, overcast (100%) 480 m";"11.2";"17.0";
"29.05.2018 03:05";"18.0";"759.9";"762.8";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 420 m";"11.2";"16.0";
"29.05.2018 02:51";"18.0";"759.9";"762.8";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 390 m";"14.4";"16.0";
"29.05.2018 01:51";"18.0";"759.9";"762.8";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 420 m";"16.0";"15.0";
"29.05.2018 01:44";"18.0";"760.1";"763.0";"78";"Calm, no wind";"0";"";"";"";"Overcast (100%) 420 m";"16.0";"14.0";
"29.05.2018 00:51";"17.0";"760.0";"763.0";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"14.0";
"28.05.2018 23:51";"17.0";"759.8";"762.8";"83";"Calm, no wind";"0";"";"";"";"Overcast (100%) 540 m";"16.0";"14.0";
"28.05.2018 22:51";"17.0";"760.5";"763.5";"77";"variable wind direction";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"13.0";
"28.05.2018 21:51";"17.0";"760.5";"763.5";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 570 m";"16.0";"13.0";
"28.05.2018 20:51";"16.0";"760.3";"763.3";"83";"variable wind direction";"2";"";"";"";"Overcast (100%) 570 m";"16.0";"13.0";
"28.05.2018 19:51";"17.0";"760.3";"763.3";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 630 m";"16.0";"13.0";
"28.05.2018 18:51";"18.0";"760.4";"763.3";"73";"variable wind direction";"2";"";"";"";"Overcast (100%) 750 m";"16.0";"13.0";
"28.05.2018 17:51";"20.0";"760.4";"763.3";"73";"Calm, no wind";"0";"";"";"";"Overcast (100%) 780 m";"16.0";"15.0";
"28.05.2018 16:51";"21.0";"760.4";"763.3";"64";"Calm, no wind";"0";"";"";"";"Overcast (100%) 840 m";"12.8";"14.0";
"28.05.2018 15:51";"19.0";"760.9";"763.8";"73";"Calm, no wind";"0";"";"";"";"Overcast (100%) 840 m";"14.4";"14.0";
"28.05.2018 15:24";"19.0";"761.1";"764.0";"73";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 870 m";"12.8";"14.0";
"28.05.2018 14:51";"19.0";"761.1";"764.0";"68";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 900 m";"12.8";"13.0";
"28.05.2018 13:51";"19.0";"761.6";"764.5";"68";"variable wind direction";"2";"";"";"";"Overcast (100%) 900 m";"12.8";"13.0";
"28.05.2018 12:51";"19.0";"761.9";"764.8";"68";"Calm, no wind";"0";"";"";"";"Overcast (100%) 930 m";"14.4";"13.0";
"28.05.2018 12:41";"18.0";"761.8";"764.8";"73";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 660 m, overcast (100%) 930 m";"14.4";"13.0";
"28.05.2018 11:51";"17.0";"762.0";"765.0";"73";"Calm, no wind";"0";"";"";"";"Overcast (100%) 570 m";"16.0";"12.0";
"28.05.2018 10:51";"16.0";"762.3";"765.3";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 480 m";"16.0";"12.0";
"28.05.2018 10:16";"15.0";"762.3";"765.3";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"11.0";
"28.05.2018 09:51";"14.0";"762.0";"765.0";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"28.05.2018 08:51";"14.0";"762.0";"765.0";"82";"Wind blowing from the east-southeast";"2";"";"";"";"Overcast (100%) 390 m";"16.0";"11.0";
"28.05.2018 07:51";"14.0";"761.8";"764.8";"82";"variable wind direction";"2";"";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"28.05.2018 07:25";"14.0";"761.8";"764.8";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"28.05.2018 06:51";"14.0";"761.8";"764.8";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"11.0";
"28.05.2018 05:51";"14.0";"761.3";"764.3";"82";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 600 m";"16.0";"11.0";
"28.05.2018 04:51";"13.0";"761.3";"764.3";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 330 m";"16.0";"11.0";
"28.05.2018 03:51";"13.0";"761.5";"764.5";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"16.0";"11.0";
"28.05.2018 02:51";"13.0";"761.8";"764.8";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"16.0";"11.0";
"28.05.2018 01:51";"13.0";"762.0";"765.0";"88";"";"";"";"";"";"Overcast (100%) 360 m";"16.0";"11.0";
"28.05.2018 00:51";"13.0";"762.3";"765.3";"88";"variable wind direction";"3";"";"";"";"Overcast (100%) 390 m";"16.0";"11.0";
"27.05.2018 23:51";"13.0";"762.6";"765.6";"88";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 390 m";"16.0";"11.0";
"27.05.2018 22:51";"14.0";"762.3";"765.3";"82";"variable wind direction";"3";"";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"27.05.2018 21:51";"14.0";"762.0";"765.0";"82";"Wind blowing from the east";"4";"9";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"27.05.2018 21:10";"14.0";"761.5";"764.5";"82";"Wind blowing from the east-northeast";"6";"9";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"27.05.2018 20:59";"14.0";"761.5";"764.5";"82";"Wind blowing from the east";"4";"";"";"";"Overcast (100%) 450 m";"16.0";"11.0";
"27.05.2018 20:51";"14.0";"761.8";"764.8";"82";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 420 m";"16.0";"11.0";
"27.05.2018 19:51";"14.0";"761.3";"764.3";"88";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 390 m";"16.0";"12.0";
"27.05.2018 18:51";"14.0";"761.3";"764.3";"88";"Wind blowing from the east-northeast";"4";"";"";"";"Overcast (100%) 360 m";"16.0";"12.0";
"27.05.2018 17:51";"15.0";"760.8";"763.8";"82";"Wind blowing from the east-northeast";"5";"9";"";"";"Overcast (100%) 360 m";"16.0";"12.0";
"27.05.2018 16:51";"15.0";"760.8";"763.8";"82";"Wind blowing from the east-northeast";"5";"11";"";"";"Overcast (100%) 330 m";"14.4";"12.0";
"27.05.2018 15:51";"16.0";"760.5";"763.5";"83";"Wind blowing from the east-northeast";"5";"10";"";"";"Overcast (100%) 300 m";"12.8";"13.0";
"27.05.2018 14:51";"16.0";"760.5";"763.5";"88";"Wind blowing from the east-northeast";"7";"10";"Mist";"";"Overcast (100%) 240 m";"9.6";"14.0";
"27.05.2018 14:10";"16.0";"760.8";"763.8";"88";"Wind blowing from the east-northeast";"5";"8";"Mist";"";"Overcast (100%) 270 m";"8.0";"14.0";
"27.05.2018 13:51";"16.0";"760.8";"763.8";"88";"Wind blowing from the east-northeast";"4";"10";"";"";"Overcast (100%) 300 m";"12.8";"14.0";
"27.05.2018 12:51";"17.0";"760.5";"763.5";"88";"Wind blowing from the east-northeast";"4";"7";"";"";"Broken clouds (60-90%) 330 m, overcast (100%) 540 m";"14.4";"15.0";
"27.05.2018 12:21";"17.0";"760.3";"763.3";"94";"Wind blowing from the east-northeast";"5";"8";"";"";"Overcast (100%) 300 m";"12.8";"16.0";
"27.05.2018 11:51";"17.0";"760.3";"763.3";"94";"Wind blowing from the east-northeast";"4";"";"Mist";"";"Overcast (100%) 210 m";"4.8";"16.0";
"27.05.2018 11:24";"17.0";"760.5";"763.5";"94";"variable wind direction";"2";"";"Light rain, mist";"";"Overcast (100%) 240 m";"6.4";"16.0";
"27.05.2018 11:13";"17.0";"760.5";"763.5";"94";"Wind blowing from the east-northeast";"2";"";"Light rain, mist";"";"Overcast (100%) 180 m";"3.2";"16.0";
"27.05.2018 10:51";"16.0";"760.3";"763.3";"100";"Wind blowing from the east-northeast";"3";"";"Mist";"";"Overcast (100%) 180 m";"6.4";"16.0";
"27.05.2018 10:02";"16.0";"760.0";"763.0";"94";"Wind blowing from the east-northeast";"4";"";"Light rain, mist";"";"Overcast (100%) 180 m";"4.8";"15.0";
"27.05.2018 09:51";"16.0";"760.0";"763.0";"94";"Wind blowing from the north-east";"4";"9";"Rain, mist";"";"Overcast (100%) 180 m";"2.4";"15.0";
"27.05.2018 09:14";"16.0";"760.0";"763.0";"94";"Wind blowing from the east-northeast";"4";"7";"Heavy rain, mist";"";"Broken clouds (60-90%) 180 m, overcast (100%) 300 m";"2.4";"15.0";
"27.05.2018 08:51";"16.0";"759.8";"762.8";"100";"Wind blowing from the east-northeast";"5";"9";"Rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 540 m";"3.2";"16.0";
"27.05.2018 08:48";"16.0";"759.8";"762.8";"100";"Wind blowing from the east-northeast";"5";"9";"Rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 540 m";"3.2";"16.0";
"27.05.2018 08:35";"17.0";"759.8";"762.8";"94";"Wind blowing from the east-northeast";"5";"9";"Heavy rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 540 m";"2.8";"16.0";
"27.05.2018 08:21";"17.0";"759.8";"762.8";"94";"variable wind direction";"3";"";"Rain, mist";"";"Broken clouds (60-90%) 330 m, overcast (100%) 570 m";"4.0";"16.0";
"27.05.2018 07:51";"17.0";"759.3";"762.3";"94";"Wind blowing from the east";"4";"8";"Rain, mist";"";"Broken clouds (60-90%) 600 m, overcast (100%) 3000 m";"6.4";"16.0";
"27.05.2018 06:51";"18.0";"759.4";"762.3";"88";"Wind blowing from the east-northeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 1020 m, overcast (100%) 2850 m";"11.2";"16.0";
"27.05.2018 05:51";"19.0";"758.1";"761.0";"83";"Wind blowing from the east-northeast";"4";"";"Light rain";"";"Broken clouds (60-90%) 3300 m";"11.2";"16.0";
"27.05.2018 04:51";"22.0";"757.6";"760.5";"69";"Wind blowing from the east";"4";"8";"";"";"Overcast (100%) 3300 m";"16.0";"16.0";
"27.05.2018 03:51";"22.0";"757.6";"760.5";"73";"Wind blowing from the east-northeast";"3";"";"";"";"Broken clouds (60-90%) 1020 m, broken clouds (60-90%) 3300 m";"14.4";"17.0";
"27.05.2018 02:51";"25.0";"756.6";"759.5";"69";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 3600 m";"16.0";"19.0";
"27.05.2018 01:51";"27.0";"756.4";"759.2";"62";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 3600 m";"16.0";"19.0";
